ID,優先度,企業名,区分,業種,都道府県,主要エリア,掲載件数,拠点数,通年採用,初回掲載,最終掲載,掲載期間日数,推定月額出稿,スコア,法人格,問い合わせ先検索,求人サンプル,HP_URL,フォームURL,ステータス,送信日,返信,メモ
IND-0111,C,株式会社味一番フード,地方企業,飲食,富山県,富山市婦中町下轡田,1,1,要確認,2026-07-08,2026-07-08,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%91%B3%E4%B8%80%E7%95%AA%E3%83%95%E3%83%BC%E3%83%89%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aahvfxn7n8fk,,,未着手,,,
IND-0112,C,株式会社丸千代山岡家,全国大手,飲食,富山県,富山市太郎丸西町,1,1,要確認,2026-07-23,2026-07-23,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%B8%E5%8D%83%E4%BB%A3%E5%B1%B1%E5%B2%A1%E5%AE%B6%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa7jdvqb77tj,,,未着手,,,
IND-0113,C,株式会社レデイ薬局,全国大手,小売,広島県,東広島市西条町下見/広島市上安,2,2,要確認,2026-03-02,2026-03-05,3,10万円未満の可能性,36,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AC%E3%83%87%E3%82%A4%E8%96%AC%E5%B1%80%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaydn4z9yhl9,,,未着手,,,
IND-0114,C,株式会社レピオグループ,地方企業,自動車,茨城県,つくば市稲岡/土浦市永国東町,2,2,要確認,2026-04-09,2026-04-10,1,10万円未満の可能性,36,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AC%E3%83%94%E3%82%AA%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aat4njmnprrv,,,未着手,,,
IND-0115,C,スワン・パートナーズ株式会社,地方企業,介護,新潟県,新潟市長潟,2,1,要確認,2026-04-22,2026-04-22,0,10万円未満の可能性,34,,https://www.google.com/search?q=%22%E3%82%B9%E3%83%AF%E3%83%B3%E3%83%BB%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%BA%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa7hzddycwgm,,,未着手,,,
IND-0116,C,株式会社サイプレス,地方企業,飲食,鹿児島県,鹿児島市東開町,2,1,要確認,2026-02-27,2026-02-27,0,10万円未満の可能性,34,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B5%E3%82%A4%E3%83%97%E3%83%AC%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aahlnlqdwm7z,,,未着手,,,
IND-0117,C,株式会社ベガスベガス,地方企業,アミューズメント,北海道,苫小牧市木場町,2,1,要確認,2026-03-02,2026-03-12,10,10万円未満の可能性,34,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%99%E3%82%AC%E3%82%B9%E3%83%99%E3%82%AC%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aarx49lwcywq,,,未着手,,,
IND-0118,C,株式会社渥美警備保障,地方企業,警備,愛媛県,松山市堀江町,2,1,要確認,2026-02-23,2026-02-23,0,10万円未満の可能性,34,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%B8%A5%E7%BE%8E%E8%AD%A6%E5%82%99%E4%BF%9D%E9%9A%9C%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aawm2s8ybst2,,,未着手,,,
IND-0119,C,フォーティサミット,地方企業,アミューズメント,大分県,大分市牧,2,1,要確認,2026-02-27,2026-02-27,0,10万円未満の可能性,34,要確認,https://www.google.com/search?q=%22%E3%83%95%E3%82%A9%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B5%E3%83%9F%E3%83%83%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aabq7d8qmhts,,,未着手,,,
IND-0120,C,株式会社W2,地方企業,飲食,富山県,富山市二口町,2,1,要確認,2026-03-24,2026-03-24,0,10万円未満の可能性,34,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEW2%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aafylgyl2rvt,,,未着手,,,
IND-0121,C,マツモトキヨシ中四国販売,全国大手,小売,広島県,広島市宇品御幸,1,1,要確認,2026-07-30,2026-07-30,0,10万円未満の可能性,33,要確認,https://www.google.com/search?q=%22%E3%83%9E%E3%83%84%E3%83%A2%E3%83%88%E3%82%AD%E3%83%A8%E3%82%B7%E4%B8%AD%E5%9B%9B%E5%9B%BD%E8%B2%A9%E5%A3%B2%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaqvjdb8k8jy,,,未着手,,,
IND-0122,C,三興商事株式会社,地方企業,建設,静岡県,静岡県,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E4%B8%89%E8%88%88%E5%95%86%E4%BA%8B%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakjzjf8dvl9,,,未着手,,,
IND-0123,C,株式会社林工組,地方企業,建設,静岡県,浜松市,1,1,要確認,2026-07-23,2026-07-23,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%9E%97%E5%B7%A5%E7%B5%84%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaqywvvvhndn,,,未着手,,,
IND-0124,C,有限会社竹内オートカラー,地方企業,自動車,長野県,上田市神畑,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E7%AB%B9%E5%86%85%E3%82%AA%E3%83%BC%E3%83%88%E3%82%AB%E3%83%A9%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajlbwfwzwsj,,,未着手,,,
IND-0125,C,株式会社ALLAREA,地方企業,自動車,長野県,諏訪市沖田町,1,1,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEALLAREA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa9qt28kn7bt,,,未着手,,,
IND-0126,C,株式会社JHI,地方企業,美容,岡山県,岡山市平和町,1,1,要確認,2026-07-10,2026-07-10,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEJHI%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa2hrnbbfpb2,,,未着手,,,
IND-0127,C,株式会社コル・グラーティア,地方企業,美容,岡山県,岡山市富田,1,1,要確認,2026-08-05,2026-08-05,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B3%E3%83%AB%E3%83%BB%E3%82%B0%E3%83%A9%E3%83%BC%E3%83%86%E3%82%A3%E3%82%A2%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa2rrmf4d6wk,,,未着手,,,
IND-0128,C,株式会社ロピア,全国大手,小売,青森県,青森県,1,1,要確認,2026-07-02,2026-07-02,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AD%E3%83%94%E3%82%A2%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa229l794n7j,,,未着手,,,
IND-0129,C,株式会社三和物産,地方企業,小売,青森県,弘前市,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%89%E5%92%8C%E7%89%A9%E7%94%A3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aasp4zrj4m2d,,,未着手,,,
IND-0130,C,株式会社イシン・アカサカ・オペレーションズ,地方企業,ホテル,石川県,金沢市片町,1,1,要確認,2026-07-30,2026-07-30,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A4%E3%82%B7%E3%83%B3%E3%83%BB%E3%82%A2%E3%82%AB%E3%82%B5%E3%82%AB%E3%83%BB%E3%82%AA%E3%83%9A%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aar4q6wcf69g,,,未着手,,,
IND-0131,C,株式会社ホテル・アローレ,地方企業,ホテル,石川県,加賀市柴山町,1,1,要確認,2026-05-12,2026-05-12,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%9B%E3%83%86%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%AD%E3%83%BC%E3%83%AC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajvtwshndpy,,,未着手,,,
IND-0132,C,株式会社エレナ,地方企業,小売,長崎県,佐世保市広田,1,1,要確認,2026-07-16,2026-07-16,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A8%E3%83%AC%E3%83%8A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aac8dtygmym7,,,未着手,,,
IND-0133,C,株式会社松葉屋,地方企業,小売,長崎県,佐世保市吉井町大渡,1,1,要確認,2026-08-05,2026-08-05,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%9D%BE%E8%91%89%E5%B1%8B%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aasbpdwh7fyb,,,未着手,,,
IND-0134,C,株式会社G&G,地方企業,建設,富山県,富山市八尾町三田,1,1,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEG%26G%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aayxdkgyll6q,,,未着手,,,
IND-0135,C,南電気工事株式会社,地方企業,建設,富山県,富山市奥田本町,1,1,要確認,2026-07-06,2026-07-06,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E5%8D%97%E9%9B%BB%E6%B0%97%E5%B7%A5%E4%BA%8B%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaffnjxqzf8h,,,未着手,,,
IND-0136,C,株式会社ジー・エス・ティー,地方企業,自動車,福岡県,福岡市半道橋,1,1,要確認,2026-07-28,2026-07-28,0,10万円未満の可能性,33,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%A8%E3%82%B9%E3%83%BB%E3%83%86%E3%82%A3%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aamhcdmnnvjg,,,未着手,,,
